"University Name,School Name,Program  Title",Program Type,Tuition,Program Length,Program Start,Delivery Method,Email,Phone Number,Address,Program Information
University of Miami�s School of Business: MS in Taxation,Taxation,"$58,800",2 semesters,Fall,On-Campus,maccmst@bus.miami.edu,305-284-4643,"University of Miami, School of Business Administration, Graduate Business Admissions Office, 5250 University Drive, 221 Jenkins Building, Coral Gables, Florida 33124-6520",http://www.bus.miami.edu/academic-programs/mba-specialized-masters/specialized-masters/taxation/index.html
University of Michigan�s Ross School of Business: Master of�Accounting,Accounting,"$47,326",8 months,Fall,On-Campus,rossmacc@umich.edu,734-764-7255,"Master of Accounting Program Office, 701 Tappan Street, Ann Arbor, Michigan 48109-1234",http://michiganross.umich.edu/programs/master-of-accounting/prospect-guide
University of Michigan�s Ross School of Business: Master of�Management,Management,"$46,413 In State, $51,313 Out of State",10 months,June,On-Campus,RossMMInfo@umich.edu,734-615-6229,"Master of Management Program Office, 700 East University Avenue K2520, Ann Arbor, Michigan 48109-1234",http://michiganross.umich.edu/programs/master-of-management
University of Michigan�s Ross School of Business: Master of�Supply Chain Management,Supply Chain Management,"$46,313",10 months,Summer,On-Campus,rossmscm@umich.edu,734-764-7255,"Master of Supply Chain Management Program Office, 700 East University K2520, Ann Arbor, Michigan 48109-1234",http://michiganross.umich.edu/programs/master-of-supply-chain-management/
University of Minnesota�s Carlson School of Management: Master of Accountancy,Accounting,"$19,400",2-4 semesters,"Summer, Spring, or Fall",On-Campus,macct@umn.edu,612-624-7511,"University of Minnesota, Carlson School of Management, Master of Accountancy Suite 3-110, 321 Nineteenth Avenue South, Minneapolis, Minnesota 55455",http://carlsonschool.umn.edu/degrees/master-accountancy
University of Minnesota�s Carlson School of Management: Masters in Business Taxation,Taxation,"$40,800",1-3 years,"Fall, Spring, and Summer","On-Campus, Online",pgutterm@umn.edu,612-624-8515,"University of Minnesota, Carlson School of Management, Masters in Business Taxation Suite 3-110, 1612 Summit Hill, 321 Nineteenth Avenue South, Minneapolis, Minnesota 55455",https://carlsonschool.umn.edu/degrees/master-business-taxation
University of Minnesota�s Carlson School of Management: MS in Business Analytics,Analytics & Data Science,"$42,300",1 year,June,On-Campus,msba@umn.edu,612-625-5555,"University of Minnesota, Carlson School of Management, MS in Business Analytics Suite 1-110, 321 Nineteenth Avenue South, Minneapolis, Minnesota 55455",https://carlsonschool.umn.edu/degrees/master-science-in-business-analytics
University of Minnesota�s Carlson School of Management: MS in Finance,Finance,"$36,660",1 Year,July,On-Campus,msf@umn.edu,612-625-5555,"University of Minnesota, Carlson School of Management, Master of Science in Finance Suite 1-110, 321 Nineteenth Avenue South, Minneapolis, Minnesota 55455",https://carlsonschool.umn.edu/degrees/master-science-in-finance
University of Minnesota�s Carlson School of Management: MA in Human Resources and Industrial Relations,Human Resources,"$36,000",2 years,Fall,On-Campus,hrirgrad@umn.edu,612-624-2500,"University of Minnesota, Carlson School of Management, Department of Work and Organizations Center for Human Resources and Labor Studies Suite 3-300, 321 Nineteenth Avenue South, Minneapolis, Minnesota 55455",http://carlsonschool.umn.edu/degrees/master-arts-human-resources-industrial-relations
University of Minnesota�s Carlson School of Management: MS in Supply Chain Management,Supply Chain Management,"$43,584",1 year,Fall,On-Campus,msscm@umn.edu,612-625-5555,"University of Minnesota, Carlson School of Management, MS in Supply Chain Management Suite 1-110, 321 Nineteenth Avenue South, Minneapolis, Minnesota 55455",http://carlsonschool.umn.edu/degrees/master-science-in-supply-chain-management
University of Missouri�s Robert J. Trulaske Sr. College of Business: Master of Accountancy,Accounting,"$10,800",2 semesters,Fall,On-Campus,accountancy@missouri.edu,573-882-4463,"University of Missouri, Trulaske College of Business, 303 Cornell Hall, Columbia, Missouri 65211",https://business.missouri.edu/programs-and-admissions/accountancy/masters-accountancy-program-macc-degree
University of North Carolina Kenan-Flagler Business School: Master of Accounting,Accounting,"$45,770",12 months,"Spring, Summer, or Fall","On-Campus, Online",mac_info@unc.edu,919-962-3209,"MAC Program Office, UNC Kenan-Flagler Business School, Campus Box 3490, Chapel Hill, North Carolina 27599-3490",http://www.kenan-flagler.unc.edu/programs/master-of-accounting
University of Oklahoma�s Michael F. Price College of Business: MS in Accountancy,Accounting,"$7,039",3 semesters,"Fall, Spring, Summer",On-Campus,jbleiler@becker.com,405-325-2646,"University of Oklahoma, Michael F. Price College of Business, John T. Steed School of Accounting, Adams Hall, 307 W. Brooks, Room 200, Norman, Oklahoma 73019-4004",http://www.ou.edu/price/accounting/macc.html
University of Oklahoma�s Michael F. Price College of Business: MS in Management of Information Technology,Information Systems,"$6,826",3 semesters,"Fall, Spring",On-Campus,ahasbrook@ou.edu,405-325-5815,"University of Oklahoma, Michael F. Price College of Business, Management & Information Systems, 307 W. Brooks, Suite 307E, Norman, Oklahoma 73019",http://www.ou.edu/price/mis/mis_ms_in_mis.html
University of Oregon�s Lundquist College of Business: MS in Accounting,Accounting,"$14,256",10 months,"Fall, Spring, Summer",On-Campus,rclement@uoregon.edu,541-346-3295,"University of Oregon, Lundquist College of Business, 1208 University of Oregon, Eugene, Oregon 97403-1208",https://business.uoregon.edu/macc
University of Oregon�s Lundquist College of Business: MS in Sports Product Management,Sports Management,"$77,000",18 months,September,On-Campus,cadences@uoregon.edu,503-412-3743,"University of Oregon, Lundquist College of Business, 109 NW Naito, Portland, Oregon 97209",http://spm.uoregon.edu/
University of Pittsburgh�s Katz Graduate School of Business: MS in Accounting (MAcc),Accounting,"$28,540 In-State, $38,664 Out-of-State",9-24 months,Fall,On-Campus,admissions@katz.pitt.edu,412-648-1700,"University of Pittsburgh, Joseph M. Katz Graduate School of Business, MAcc Program, 301 Mervis Hall, Roberto Clemente Dr, Pittsburgh, Pennsylvania 15260",http://www.business.pitt.edu/katz/macc/index.php
University of Pittsburgh�s Katz Graduate School of Business: MS in Accounting and Business Analytics,"Accounting, Analytics & Data Science","$42,810 In State, $57,996 Out of State",17-29 months,August,On-Campus,admissions@katz.pitt.edu,412-648-1700,"301 Mervis Hall, Roberto Clemente Dr, Pittsburgh, Pennsylvania 15260",https://www.katz.business.pitt.edu/degrees/ms/accounting-business-analytics
University of Pittsburgh�s Katz Graduate School of Business: MS in Customer Insights,Customer Analytics,"$31,090",9 months,Fall,On-Campus,admissions@katz.pitt.edu,412-648-1700,"University of Pittsburgh, Joseph M. Katz Graduate School of Business, MS in Marketing Science, 301 Mervis Hall, Roberto Clemente Dr, Pittsburgh, Pennsylvania 15260",http://www.business.pitt.edu/katz/ms-programs/customer-insight
University of Pittsburgh�s Katz Graduate School of Business: MS in Finance,Finance,"$28,540 In State, $38,664 Out of State",9-12 months,Fall,On-Campus,admissions@katz.pitt.edu,412-648-1700,"University of Pittsburgh, Joseph M. Katz Graduate School of Business, MS in Finance Program, 301 Mervis Hall, Roberto Clemente Dr, Pittsburgh, Pennsylvania 15260",http://www.business.pitt.edu/katz/ms-programs/finance
University of Pittsburgh�s Katz Graduate School of Business: MS in Finance and Business Analytics,"Analytics & Data Science, Finance, Investment Management","$42,810 In State, $57,996 Out of State",17 months,August,On-Campus,admissions@katz.pitt.edu,412-648-1700,"Mervis Hall, Roberto Clemente Dr., Pittsburgh, Pennsylvania 15260",https://www.katz.business.pitt.edu/degrees/ms/finance-business-analytics
University of Pittsburgh�s Katz Graduate School of Business: MS in Management Information Systems,"Information Systems, Management","$28,540 In State, $38,664 Out of State",9-12 months,Fall,On-Campus,admissions@katz.pitt.edu,412-648-1700,"University of Pittsburgh, Joseph M. Katz Graduate School of Business, MS in Management Information Systems Program, 301 Mervis Hall, Roberto Clemente Dr Pittsburgh, Pittsburgh, Pennsylvania 15260",http://www.business.pitt.edu/katz/ms-programs/MIS
University of Pittsburgh�s Katz Graduate School of Business: MS in Marketing Science and Business Analytics,"Analytics & Data Science, Marketing","$42,810 In State, $57,996 Out of State",17 months,August,On-Campus,admissions@katz.pitt.edu,412-648-1700,"Mervis Hall, Roberto Clemente Dr., Pittsburgh, Pennsylvania 15260",https://www.katz.business.pitt.edu/degrees/ms/marketing-science-business-analytics
University of Pittsburgh�s Katz Graduate School of Business: MS in Supply Chain Management,Supply Chain Management,"$28,540 In State, $38,664 Out of State",9-12 months,Fall,On-Campus,admissions@katz.pitt.edu,412-648-1700,"University of Pittsburgh, Joseph M. Katz Graduate School of Business, MS in Supply Chain Management Program, 301 Mervis Hall, Roberto Clemente Dr, Pittsburgh, Pennsylvania 15260",http://www.business.pitt.edu/katz/ms-programs/supply-chain
University of Pittsburgh�s Katz Graduate School of Business: MS in Supply Chain Management and Business Analytics,"Analytics & Data Science, Logistics","$42,810 In State, $57,996 Out of State",17 months,August,On-Campus,admissions@katz.pitt.edu,412-648-1700,"Mervis Hall, Roberto Clemente Dr., Pittsburgh, Pennsylvania 15260",https://www.katz.business.pitt.edu/degrees/ms/scm-business-analytics
University of Rochester Simon Business School: MS in Medical Management (Part-Time),"Healthcare Administration, Management","$56,250",4 quarters,Fall,Blended,jennifer.mossotti@simon.rochester.edu,585-275-3533,"Rochester, New York",http://www.simon.rochester.edu/programs/pt-medical-management/index.aspx
University of Rochester�s Simon School of Business: MS in Accountancy,Accounting,"$65,000",2-2.5 semesters,Fall,On-Campus,admissions@simon.rochester.edu,585-275-3533,"University of Rochester, Simon Business School, 245 Gleason Hall, Rochester, New York 14627",http://simon.rochester.edu/ms
University of Rochester�s Simon School of Business: MS in Business Analytics,Analytics & Data Science,"$67,250",2-2.5 semesters,July,On-Campus,heather.cobbett@simon.rochester.edu,585-275-3533,"University of Rochester, Simon Business School, 245 Gleason Hall, Rochester, New York 14627",http://simon.rochester.edu/ms
University of Rochester�s Simon School of Business: MS in Finance,Finance,"$79,250",10-17 months,July,On-Campus,admissions@simon.rochester.edu,585-275-3533,"University of Rochester, Simon Business School, 245 Gleason Hall, Rochester, New York 14627",http://simon.rochester.edu/ms
University of Rochester�s Simon School of Business: MS in Marketing Analytics,Marketing,"$67,250",10-17 months,July,On-Campus,heather.cobbett@simon.rochester.edu,585-275-3533,"University of Rochester, Simon Business School, 245 Gleason Hall, Rochester, New York 14627",http://simon.rochester.edu/ms
University of San Francisco School of Management: Master of Public Administration,Public Administration,"$43,700",21 months,Fall,On-Campus,management@usfca.edu,415-422-2221,"University of San Francisco, 101 Howard St., Suite 500, San Francisco, California 94105",https://www.usfca.edu/management/graduate-programs/public-administration
University of San Francisco School of Management: MS in Entrepreneurship and Innovation,"Entrepreneurship, Innovation","$45,900",1 year,Fall,On-Campus,management@usfca.edu,415-422-2145,"University of San Francisco, 101 Howard St., Suite 500, San Francisco, California 94105",https://www.usfca.edu/management/graduate-programs/entrepreneurship-innovation
University of San Francisco�s School of Management: MS in Financial Analysis,Finance,"$46,900",18 months,Fall,On-Campus,management@usfca.edu,415-422-2221,"University of San Francisco, 101 Howard St., Suite 500, San Francisco, California 94105",https://www.usfca.edu/management/graduate-programs/financial-analysis
University of San Francisco�s School of Management: MS in Informational Systems,Information Systems,"$41,400",24 months,Fall,On-Campus,management@usfca.edu,415-422-2221,"University of San Francisco, 101 Howard St., Suite 500, San Francisco, California 94105",https://www.usfca.edu/management/graduate-programs/information-systems
University of San Fransisco School of Management: MS in Organizational Development,Organizational Development,"$43,200",21 months,Fall,On-Campus,management@usfca.edu,415-422-2221,"University of San Francisco, 101 Howard St., Suite 500, San Francisco, California 94105",https://www.usfca.edu/management/graduate-programs/organization-development
University of South Carolina�s Darla Moore School of Business: MA in Economics,Economics,"$15,851",3 semesters,Fall,On-Campus,sranges@moore.sc.edu,803-777-2748,"University of South Carolina, Darla Moore School of Business, 1014 Greene Street, Columbia, South Carolina 29208",http://moore.sc.edu/academicprograms/masters/masterofartsineconomics.aspx
University of South Carolina�s Darla Moore School of Business: MA in Human Resources,Human Resources,"$23,776",16 months,Fall,On-Campus,sally.fulkert@moore.sc.edu,803-777-1244,"University of South Carolina, Darla Moore School of Business, 1014 Greene Street, Columbia, South Carolina 29208",http://www.moore.sc.edu/mhr
University of South Carolina�s Darla Moore School of Business: MS in Accountancy,Accounting,"$15,840",12 months,"Fall, Spring, Summer",On-Campus,macc@moore.sc.edu,803-777-4447,"University of South Carolina, Darla Moore School of Business, MACC Program Director, 1014 Greene Street, Columbia, South Carolina 29208",http://moore.sc.edu/academicprograms/masters/masterofaccountancy.aspx
University of South Carolina�s Darla Moore School of Business: MS in International Business,Global/International Business,"$15,300",1 year,Fall,On-Campus,angel.earle@moore.sc.edu,803-777-6169,"University of South Carolina, Darla Moore School of Business, 1014 Greene Street, Columbia, South Carolina 29208",http://moore.sc.edu/academicprograms/masters/masterofinternationalbusiness.aspx
"University of Southern California�s Marshall School of Business, Master of Medical Management",Healthcare Administration,"$52,866",12 months,Spring,On-Campus,mmm@marshall.usc.edu,213-740-8990,"Office of Executive Education, Marshall School of Business, University of Southern California, ATT 29th Floor, Los Angeles, California 90089",http://www.marshall.usc.edu/mmm/over
University of Southern California�s Marshall School of Business: Master of Business for Veterans,Business For Veterans,"$49,700",2 semesters,Fall,On-Campus,mbv@marshall.usc.edu,213-821-7063,"Master of Business for Veterans, Marshall School of Business, University of Southern California, ATT 29th Floor, Los Angeles, California 90089",http://www.marshall.usc.edu/mbv/program
University of Tennessee�s Knoxville Haslam College of Business: Master of Accountancy,Accounting,"$16,450",10 months,"Fall, Spring, Summer",On-Campus,vandeest@utk.edu,865-974-2551,"University of Tennessee, Knoxville College of Business Administration, 637 Stokely Management Center, 916 Volunteer Blvd, Knoxville, Tennessee 37996-0560",http://aim.bus.utk.edu/Prospective_masters.asp
University of Tennessee�s Knoxville Haslam College of Business: MS in Business Analytics,Analytics & Data Science,"$19,626 (in-state), $47,253 (out-of-state)",3 semesters,Fall,On-Campus,bas@utk.edu,865-974-5544,"University of Tennessee, Knoxville, Haslam College of Business, 255 Stokely Management Center, Knoxville, Tennessee 37996-0532",http://bas.utk.edu/academic-programs/masters/business-analytics/default.asp?utm_source=iie&utm_medium=ad&utm_campaign=haslam_chair
University of Tennessee�s Knoxville Haslam College of Business: MS in Management & Human Resources,"Human Resources, Leadership, Management","$24,891",1-3 years,August,On-Campus,msmhr@utk.edu,865-974-1775,"University of Tennessee, Knoxville College of Business Administration, 401 Stokely Management Center, 1000 Volunteer Blvd., Knoxville, Tennessee 37996",https://haslam.utk.edu/master-science-management-human-resources
University of Tennessee�s Knoxville Haslam College of Business: MS in Global Supply Chain,Supply Chain Management,"$13,000 In-State, $31,000 Out-of-State",4 semesters,September,On-Campus,vossler@utk.edu,865-974-9068,"504 Haslam Business Building, Knoxville, Tennessee 37996",https://haslam.utk.edu/supply-chain-management/masters/global-supply-chain
University of Texas at Austin�s McCombs School of Business:�Master in Professional�Accounting,Accounting,"$37,608 In-State",1 year,Fall,On-Campus,april.stockwell@mccombs.utexas.edu,512-471-6559,"Masters in Professional Accounting Program, The University of Texas at Austin, McCombs School of Business, 2110 Speedway Stop B6400, Austin, Texas 78712",https://www.mccombs.utexas.edu/mpa
University of Texas at Austin�s McCombs School of Business: MS in Business Analytics,Analytics & Data Science,"$36,000",10 months,Summer,On-Campus,MSBusinessAnalytics@mccombs.utexas.edu,512-471-5921,"2110 Speedway B6000, Austin, Texas 78705",https://www.mccombs.utexas.edu/business-analytics
University of Texas at Austin�s McCombs School of Business: MS in Finance,Finance,"$43,000",10 months,Summer,,TexasMSF@mccombs.utexas.edu,512-232-1900,"Master of Finance Program Office, 2110 Speedway B6000, Austin, Texas 78705",https://www.mccombs.utexas.edu/MSF
University of Texas at Austin�s McCombs School of Business: MS in Marketing,Marketing,"$38,000 In-State, $46,000 Out-of-State",10 months,Summer only,On-Campus,TexasMSM@mccombs.utexas.edu,512-232-2326,"MS in Marketing Program Office, 2110 Speedway B6000, Austin, Texas 78712",https://www.mccombs.utexas.edu/Master-of-Science-in-Marketing
University of Texas at Austin�s McCombs School of Business: MS in Technology Commercialization,Technology,"$49,500",12 months,Summer,"On-Campus, Online",MSTC@mccombs.utexas.edu,512-471-4700,"Texas MSTC Program Office, 2110 Spedway,, Stop B6300, GSB 5.126C, Austin, Texas 78712",http://www.mccombs.utexas.edu/MSTC/Overview
University of Texas at Dallas� Naveen Jindal School of Management: MS in Accounting,Accounting,"$31,580",16 months,"January, May, August","On-Campus, Online",msaccounting@utdallas.edu,972-883-5851,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/accounting/ms-options/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Business Analytics,Analytics & Data Science,"$31,580",16 months,"Fall, Spring, Summer",On-Campus,msbuan@utdallas.edu,972-883-5156,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/isom/information-systems-programs/ms-business-analytics/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Energy Management,Management,"$31,580",16 months,"January, May, August",On-Campus,stephen.molina@utdallas.edu,972-883-5891,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/finance/ms-energy-management/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Finance,Finance,"$31,580",16 months,"January, May, August",On-Campus,msfinance@utdallas.edu,972-883-5833,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080-3021",http://jindal.utdallas.edu/finance/ms-options/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Healthcare Management,Healthcare Administration,"$31,580",16 months,"January, May, August","Blended, On-Campus",mshealthcare@utdallas.edu,972-883-5996,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/masters-programs/ms-healthcare-management/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Information Technology and Management,"Information Systems, Technology","$31,580",16 months,"January, May, August","Blended, On-Campus",msitm@utdallas.edu,972-883-5147,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080-3021",http://jindal.utdallas.edu/isom/information-systems-programs/ms-information-technology/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Innovation Entrepreneurship,"Entrepreneurship, Innovation","$31,580",16 months,"January, May, August",On-Campus,msie@utdallas.edu,972-883-5057,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/osim/ms-innovation-entrepreneurship/
University of Texas at Dallas� Naveen Jindal School of Management: MS in International Management Studies,"Global/International Business, Management","$31,580",16 months,"January, May, August",On-Campus,msinternational@utdallas.edu,972-883-5045,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/osim/ms-international-management-studies/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Management Science,"Business Administration (MSBA), Management","$31,580",16 months,"January, May, August",Blended,msc@utdallas.edu,972-883-5013,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080-3021",http://jindal.utdallas.edu/masters-programs/ms-management/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Marketing,Marketing,"$31,580",16 months,"January, May, August","Blended, On-Campus",msmarketing@utdallas.edu,972-883-5091,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/marketing/ms-marketing/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Supply Chain Management,Supply Chain Management,"$31,580",16 months,"January, May, August",On-Campus,scm@utdallas.edu,972-883-5013,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/isom/operations-scm-programs/ms-scm/
University of Texas at Dallas� Naveen Jindal School of Management: MS in Systems Engineering and Management,"Engineering, Management","$31,580",16 months,"January, May, August","Blended, On-Campus",sem@utdallas.edu,972-883-4534,"University of Texas at Dallas, The Naveen Jindal School of Management, SM 20, 800 West Campbell Road, Richardson, Texas 75080",http://jindal.utdallas.edu/admission-requirements/masters/
University of Texas� Arlington College of Business: MS in Economic Data Analytics,"Analytics, Economics","$9,730",24 months,January & August,On-Campus,samantha.stewart@uta.edu,817-272-3004,"Samantha Stewart, 701 S. West Street, Box 19376, Arlington, Texas 76019-0376",
University of Texas� Arlington College of Business: MS in Human Resource Management,"Human Resources, Management","$9,730",24 months,January & August,On-Campus,samantha.stewart@uta.edu,817-272-3004,"Graduate Business Services, 701 S. West Street, Box 19376, Arlington, Texas 76019-0376",
University of Texas� Arlington College of Business: MS in Information Systems,"Information Systems, Management","$9,730",24 months,January & August,On-Campus,samantha.stewart@uta.edu,817-272-3004,"701 S. West Street, Box 19376, Arlington, Texas 76019-0376",
University of Texas� Arlington College of Business: MS in Marketing Research,Marketing,"$9,730",24 months,January & August,On-Campus,samantha.stewart@uta.edu,817-272-3004,"701 S. West Street, Box 19376, Texas 76019-0376",
University of Texas� Arlington College of Business: MS in Quantitative Finance,Finance,"$9,730",24 months,January & August,On-Campus,samantha.stewart@uta.edu,817-272-3004,"701 S. West Street, Box 19376, Arlington, Texas 76019-0376",
University of Utah: M.S. in Business Analytics,Analytics & Data Science,"$31,000",3-4 Semesters,"Fall, Spring",On-Campus,MSBAInfo@Eccles.Utah.edu,801-581-7785,"Spencer Fox Eccles Business Building, 1655 East Campus Center Drive, Salt Lake City, Utah 84112-8939",http://eccles.utah.edu/programs/master-of-science-in-business-analytics/
University of Utah�s David Eccles School of Business: Master of Healthcare Administration,Healthcare Administration,"$54,000",3 or 5 semesters,"Fall, Spring, Summer",On-Campus,mastersinfo@business.utah.edu,801-581-7785,"University of Utah, David Eccles School of Business, Spencer Fox Eccles Business Building, 1655 E. Campus Center Drive, Salt Lake City, Utah 84112-8939",http://mha.eccles.utah.edu/
University of Utah�s David Eccles School of Business: MS in Accounting (MAcc),Accounting,"$28,700",2-5 semesters,"Fall, Spring",On-Campus,accounting@business.utah.edu,801-581-7798,"University of Utah, David Eccles School of Business, Spencer Fox Eccles Business, Building 7128, 1655 E. Campus Center Drive, Salt Lake City, Utah 84112",http://www.business.utah.edu/school-of-accounting
University of Utah�s David Eccles School of Business: MS in Finance,Finance,"$27,200",2-5 semesters,"Fall, Spring",On-Campus,mastersinfo@business.utah.edu,801-581-7676,"University of Utah, David Eccles School of Business, Spencer Fox Eccles Business Building, 1655 E. Campus Center Drive, Salt Lake City, Utah 84112-8939",http://msf.business.utah.edu/
University of Utah�s David Eccles School of Business: MS in Information Systems,Information Systems,"$28,400",3 or 5 semesters,"Fall, Spring, Summer",On-Campus,mastersinfo@eccles.utah.edu,801-581-7785,"University of Utah, David Eccles School of Business, Spencer Fox Eccles Business Building, 1655 E. Campus Center Drive, Salt Lake City, Utah 84112",http://msis.business.utah.edu/
University of Utah�s David Eccles School of Business: MS in Real Estate Development,Real Estate,"$39,500",3-6 semesters,"Fall, Spring",On-Campus,MASTERSINFO@BUSINESS.U,801-581-7785,"University of Utah, David Eccles School of Business, Spencer Fox Eccles Business Building, 1655 E. Campus Center Drive, Salt Lake City, Utah 84112",http://mred.business.utah.edu/
University of Virginia�s McIntire School of Commerce: MS in Accounting,"Accounting, Taxation","$31,600 In-State; $39,700 Out-of-State",9 months,August,On-Campus,msaccounting@virginia.edu,434-243-4992,"University of Virginia McIntire School of Commerce, University of Virginia, McIntire School of Commerce, P.O. Box 400173, Charlottesville, Virginia 22904",https://www.commerce.virginia.edu/ms-accounting
University of Virginia�s McIntire School of Commerce: MS in Business Analytics,Analytics,"$61,438",1 year,August,Blended,msba@virginia.edu,434-297-7973,"University of Virginia, McIntire School of Commerce, 125 Ruppel Dr., Charlottesville, Virginia 22904",https://www.commerce.virginia.edu/ms-mit
University of Virginia�s McIntire School of Commerce: MS in Commerce,"Analytics & Data Science, Finance, Management, Marketing","$39,500 In-State; $45,200 Out-of-State & International",10 months,August,On-Campus,mscommerce@virginia.edu,434-243-4992,"University of Virginia, McIntire School of Commerce, P.O. Box 400173, Charlottesville, Virginia 22904",https://at.virginia.edu/2IofGKX
University of Virginia�s McIntire School of Commerce: MS in Global Commerce,Global/International Business,"$37,400",10 months,August,On-Campus,mcintiregrad@virginia.edu,434-243-4992,"University of Virginia McIntire School of Commerce, University of Virginia, McIntire School of Commerce, 125 Ruppel Drive, P.O. Box 400173, Charlottesville, Virginia 22904",https://at.virginia.edu/2MUwkpO
University of Virginia�s McIntire School of Commerce: MS in Management of IT,"Management, Technology","$51,251",1 year,September,On-Campus,msmit@virginia.edu,434-982-6920,"University of Virginia, McIntire School of Commerce, 125 Ruppel Dr., Charlottesville, Virginia 22904",https://www.commerce.virginia.edu/ms-mit
University of Washington�s Foster School of Business: Master of Professional Accounting,Accounting,"$20,820 auditing; $25,980 taxation",9 months,Fall,On-Campus,mpacc@uw.edu,206-616-4964,"Master of Professional Accounting Program, Michael G. Foster School of Business, University of Washington, 451 Paccar Hall, Box 353226, Seattle, Washington 98195-3226",https://foster.uw.edu/academics/degree-programs/master-of-professional-accounting/admissions/
University of Washington�s Foster School of Business: Master of Supply Chain Management,"Logistics, Supply Chain Management","$39,900 In-State, $42,888 Out-of-State",12 months,Summer,On-Campus,mscm@uw.edu,206-543-6849,"Master of Supply Chain Management, Michael G. Foster School of Business, University of Washington, Box 353226, Seattle, Washington 98195-3226",http://foster.uw.edu/academics/degree-programs/master-of-supply-chain-management/
University of Washington�s Foster School of Business: MS in Entrepreneurship,Entrepreneurship,"$24,900 In-State, $38,900 Out-of-State",12 Months,June,On-Campus,samogle@uw.edu,206-616-8687,"University of Washington, Foster School of Business, Buerk Center for Entrepreneurship, 211 Dempsey Hall Box 353223, Seattle, Washington 98195",http://foster.uw.edu/academics/degree-programs/master-of-science-in-entrepreneurship/
University of Washington�s Foster School of Business: MS in Information Systems,Information Systems,"$40,000",1 year,June,On-Campus,msis@uw.edu,206-543-4587,"Master of Science in Information Systems, Michael G. Foster School of Business, University of Washington, Box 353226, Seattle, Washington 98195",http://foster.uw.edu/academics/degree-programs/master-of-science-in-information-systems/
University of Washington�s Foster School of Business: MS in Taxation,"Accounting, Taxation",Resident,3 quarters,September,On-Campus,mstax@uw.edu,206-616-4964,"451 Paccar Hall, Box 353226, Seattle, Washington 98195-3226",https://foster.uw.edu/academics/degree-programs/master-science-taxation/
University of Wisconsin Wisconsin�s School of Business MS in Finance: Applied Security Analysis,Security Analysis,"$32,164",2 years,Fall,On-Campus,asap@bus.wisc.edu,608-263-2807,"Wisconsin School of Business, Department of Finance, Investment, and Banking, 5269 Grainger Hall, 975 University Avenue, Madison, California 53706",https://wsb.wisc.edu/programs-degrees/ms-in-finance
University of Wisconsin�s School of Business: Graduate Master of Accountancy (GMAcc),Accounting,"$28,952",2 years,Fall,On-Campus,macc@bus.wisc.edu,608-262-0316,"University of Wisconsin, Wisconsin School of Business, 4117D Grainger Hall, 975 University Avenue, Madison, Wisconsin 53706",https://bus.wisc.edu/degrees-programs/msmacc/gmacc
University of Wisconsin�s School of Business: Integrated Master of Accountancy (IMAcc),Accounting,"$14,476",1 year,Fall,On-Campus,kfuhremann@bus.wisc.edu,608-262-0316,"University of Wisconsin, Wisconsin School of Business, 4117D Grainger Hall, 975 University Avenue, Madison, Wisconsin 53706",http://bus.wisc.edu/degrees-programs/msmacc/imacc
University of Wisconsin�s Wisconsin School of Business: MS in Global Real Estate,"Global/International Business, Real Estate","$16,991",1 semester,Fall,On-Campus,grem@bus.wisc.edu,,"University of Wisconsin, Wisconsin School of Business, Department of Real Estate and Urban Land Economics, 5263 Grainger Hall, 975 University Avenue, Madison, Wisconsin 53706",http://bus.wisc.edu/degrees-programs/msmacc/grem
